1,1,917.00,361.00,67.00,57.00,1,-1,-1,-1
2,6,931.00,655.00,64.00,62.00,1,-1,-1,-1
2,5,898.00,79.00,93.00,113.00,1,-1,-1,-1
2,4,885.00,68.00,41.00,46.00,1,-1,-1,-1
2,3,570.00,45.00,61.00,76.00,1,-1,-1,-1
2,2,423.00,202.00,104.00,93.00,1,-1,-1,-1
3,9,888.00,480.00,110.00,91.00,1,-1,-1,-1
3,8,890.00,441.00,50.00,44.00,1,-1,-1,-1
3,7,584.00,352.00,56.00,74.00,1,-1,-1,-1
3,2,426.39,487.53,101.21,92.88,1,-1,-1,-1
4,13,477.00,0.00,34.00,42.00,1,-1,-1,-1
4,12,471.00,3.00,43.00,38.00,1,-1,-1,-1
4,11,593.00,550.00,60.00,71.00,1,-1,-1,-1
4,10,441.00,673.00,74.00,76.00,1,-1,-1,-1
4,9,887.24,704.78,105.52,86.40,1,-1,-1,-1
4,8,894.97,660.01,50.05,47.94,1,-1,-1,-1
5,14,890.00,921.00,51.00,59.00,1,-1,-1,-1
5,13,482.52,244.49,44.95,46.97,1,-1,-1,-1
5,11,595.74,793.16,65.51,73.62,1,-1,-1,-1
5,10,445.86,882.16,85.27,83.65,1,-1,-1,-1
5,9,901.76,974.77,76.13,52.61,1,-1,-1,-1
6,13,490.27,473.98,46.75,50.00,1,-1,-1,-1
7,13,500.91,693.23,46.64,52.41,1,-1,-1,-1
8,15,502.00,886.00,43.00,49.00,1,-1,-1,-1
11,16,568.00,214.00,87.00,89.00,1,-1,-1,-1
12,18,579.00,559.00,83.00,90.00,1,-1,-1,-1
12,17,617.00,634.00,47.00,46.00,1,-1,-1,-1
13,19,634.00,930.00,39.00,44.00,1,-1,-1,-1
13,18,592.37,835.69,87.25,97.57,1,-1,-1,-1
14,20,508.00,408.00,53.00,84.00,1,-1,-1,-1
15,23,733.00,5.00,65.00,58.00,1,-1,-1,-1
15,22,776.00,1.00,52.00,34.00,1,-1,-1,-1
15,21,812.00,13.00,61.00,87.00,1,-1,-1,-1
15,20,516.36,657.08,64.27,84.80,1,-1,-1,-1
16,26,700.00,95.00,66.00,76.00,1,-1,-1,-1
16,25,738.00,156.00,67.00,66.00,1,-1,-1,-1
16,24,889.00,187.00,70.00,60.00,1,-1,-1,-1
16,23,760.14,243.32,49.71,58.31,1,-1,-1,-1
16,22,796.06,238.69,49.88,40.57,1,-1,-1,-1
16,21,824.24,272.71,66.52,73.53,1,-1,-1,-1
16,20,535.93,851.56,59.72,81.91,1,-1,-1,-1
17,27,809.00,511.00,44.00,42.00,1,-1,-1,-1
17,26,704.00,353.93,74.00,80.09,1,-1,-1,-1
17,25,744.92,427.14,74.15,77.66,1,-1,-1,-1
17,24,899.97,457.98,57.05,48.98,1,-1,-1,-1
17,21,837.84,538.86,64.61,72.65,1,-1,-1,-1
18,31,910.00,814.00,51.00,40.00,1,-1,-1,-1
18,30,766.00,785.00,56.00,67.00,1,-1,-1,-1
18,29,816.00,855.00,48.00,51.00,1,-1,-1,-1
18,28,846.00,876.00,61.00,61.00,1,-1,-1,-1
18,25,735.09,705.40,75.29,77.03,1,-1,-1,-1
19,33,512.00,310.00,38.00,52.00,1,-1,-1,-1
19,32,908.00,211.00,50.00,53.00,1,-1,-1,-1
20,35,534.00,663.00,56.00,77.00,1,-1,-1,-1
20,34,925.00,658.00,53.00,50.00,1,-1,-1,-1
21,37,236.00,0.00,78.00,34.00,1,-1,-1,-1
21,36,902.00,31.00,80.00,68.00,1,-1,-1,-1
22,40,943.00,527.00,63.00,58.00,1,-1,-1,-1
22,39,260.00,323.00,80.00,64.00,1,-1,-1,-1
22,38,939.00,429.00,82.00,82.00,1,-1,-1,-1
23,45,719.00,290.00,71.00,76.00,1,-1,-1,-1
23,44,867.00,167.00,113.00,109.00,1,-1,-1,-1
23,43,893.00,360.00,80.00,82.00,1,-1,-1,-1
23,42,807.00,381.00,46.00,46.00,1,-1,-1,-1
23,41,283.00,620.00,64.00,55.00,1,-1,-1,-1
23,34,942.82,858.17,81.36,77.65,1,-1,-1,-1
24,48,344.00,133.00,35.00,35.00,1,-1,-1,-1
24,47,744.00,672.00,61.00,64.00,1,-1,-1,-1
24,46,819.00,743.00,48.00,59.00,1,-1,-1,-1
24,43,891.34,576.93,102.31,94.09,1,-1,-1,-1
24,40,905.07,747.93,80.85,74.13,1,-1,-1,-1
25,49,363.00,398.00,47.00,42.00,1,-1,-1,-1
25,40,902.51,903.45,97.51,86.08,1,-1,-1,-1
26,50,389.00,671.00,44.00,42.00,1,-1,-1,-1
27,53,371.00,950.00,50.00,41.00,1,-1,-1,-1
27,52,596.00,160.00,76.00,45.00,1,-1,-1,-1
27,51,327.00,298.00,71.00,60.00,1,-1,-1,-1
28,55,620.00,518.00,65.00,63.00,1,-1,-1,-1
28,54,351.00,594.00,66.00,72.00,1,-1,-1,-1
29,57,835.00,23.00,84.00,87.00,1,-1,-1,-1
29,56,635.00,819.00,75.00,78.00,1,-1,-1,-1
29,54,380.12,852.01,55.75,64.92,1,-1,-1,-1
30,60,467.00,288.00,47.00,43.00,1,-1,-1,-1
30,59,757.00,329.00,51.00,53.00,1,-1,-1,-1
30,58,862.00,414.00,88.00,67.00,1,-1,-1,-1
31,63,491.00,578.00,45.00,52.00,1,-1,-1,-1
31,62,787.00,653.00,47.00,42.00,1,-1,-1,-1
31,61,873.00,759.00,85.00,58.00,1,-1,-1,-1
32,65,796.00,975.00,43.00,42.00,1,-1,-1,-1
32,64,511.00,861.00,51.00,53.00,1,-1,-1,-1
34,67,406.00,141.00,30.00,42.00,1,-1,-1,-1
34,66,850.00,603.00,74.00,50.00,1,-1,-1,-1
35,69,874.00,972.00,72.00,52.00,1,-1,-1,-1
35,68,428.00,457.00,45.00,46.00,1,-1,-1,-1
36,70,454.00,748.00,41.00,52.00,1,-1,-1,-1
37,70,467.76,979.12,39.47,45.71,1,-1,-1,-1
38,71,891.00,304.00,96.00,78.00,1,-1,-1,-1
39,75,902.00,638.00,81.00,68.00,1,-1,-1,-1
39,74,775.00,216.00,59.00,79.00,1,-1,-1,-1
39,73,363.00,164.00,44.00,72.00,1,-1,-1,-1
39,72,631.00,120.00,67.00,62.00,1,-1,-1,-1
40,77,649.00,452.00,57.00,59.00,1,-1,-1,-1
40,76,783.00,572.00,58.00,86.00,1,-1,-1,-1
40,73,380.26,444.56,47.48,75.81,1,-1,-1,-1
41,84,637.00,172.00,36.00,42.00,1,-1,-1,-1
41,83,694.00,276.00,58.00,36.00,1,-1,-1,-1
41,82,904.00,25.00,68.00,59.00,1,-1,-1,-1
41,81,618.00,49.00,85.00,68.00,1,-1,-1,-1
41,80,687.00,97.00,102.00,100.00,1,-1,-1,-1
41,79,667.00,752.00,51.00,63.00,1,-1,-1,-1
41,78,789.00,887.00,56.00,71.00,1,-1,-1,-1
41,73,394.41,705.24,50.59,75.24,1,-1,-1,-1
42,88,643.00,470.00,41.00,45.00,1,-1,-1,-1
42,87,917.00,0.00,104.00,67.00,1,-1,-1,-1
42,86,691.00,609.00,60.00,43.00,1,-1,-1,-1
42,85,697.00,415.00,91.00,101.00,1,-1,-1,-1
42,73,409.03,937.10,51.41,67.90,1,-1,-1,-1
42,72,627.04,364.86,86.91,65.27,1,-1,-1,-1
43,92,653.00,822.00,41.00,43.00,1,-1,-1,-1
43,91,779.00,50.00,80.00,89.00,1,-1,-1,-1
43,90,928.00,374.00,96.00,116.00,1,-1,-1,-1
43,89,702.00,958.00,56.00,34.00,1,-1,-1,-1
43,77,642.26,723.13,78.48,68.74,1,-1,-1,-1
43,76,711.71,775.83,89.59,111.34,1,-1,-1,-1
44,96,632.00,991.00,69.00,33.00,1,-1,-1,-1
